,Product_name,Original_price,Offer_price,Offer_percentage,Extra_offer,Shades_and_sizes,Featured_product,Best_seller_product
6502,Roots & Herbs Crushed Coffee & Tonka Beans Sugar Body Scrub,Not available,1090,Not available,Not available,Not available,Not available,Not available
6503,TNW The Natural Wash Mix Fruit Body Wash and Green Tea Face ...,655,491,25,Enjoy Free Gift,Not available,Not available,Not available
6504,Aureana Freshness of The Earth Body Scrub,Not available,899,Not available,Not available,Not available,Not available,Not available
6505,Lass Naturals Lemongrass Premium Handmade Bathing Bar,Not available,125,Not available,Not available,Not available,Not available,Not available
6506,BySak Rise & Shine Hand Cream,Not available,299,Not available,Not available,Not available,Not available,Not available
6507,Superdrug Fruity Mint and Tea Tree Shower Gel,Not available,275,Not available,Not available,Not available,Not available,Not available
6508,Nyassa Oceana - Face and Body Scrub,900,720,20,Not available,1 size,Not available,Not available
6509,Tossido 2-7 Yrs. Kids 3 Ply Premium Cotton Printed Masks - M...,Not available,499,Not available,Not available,Not available,Not available,Not available
6510,GEMBLUE BioCare Neem Face and Body Herbal Gel,Not available,299,Not available,Not available,Not available,Not available,Not available
6511,Littmuss Meet Metallic Nail Polish Combo,1440,864,40,Extra 5% Off,Not available,Not available,Not available
6512,"Crazy Owl Aqua Musk, Mint & Tea Tree Mint And Juicy Lemon Bo...",1197,718,40,Not available,Not available,Not available,Not available
6513,The Man Company Wind Changer Kit,1648,1071,35,Enjoy Free Gift,Not available,Not available,Not available
6514,Crazy Owl Aqua Musk And Mint & Tea Tree Body Wash Combo Pack,798,519,35,Not available,Not available,Not available,Not available
6515,LetsShave Pro 4 Shaving Kit,2044,1226,40,Extra 10% Off,Not available,Not available,Not available
6516,VEGA Care KN95 Face Mask,Not available,249,Not available,Not available,Not available,Not available,Not available
6517,Skivia Lemon Pure Essential Oil,350,263,25,Not available,Not available,Not available,Not available
6518,Toniq Beauty Nicely Nailed,Not available,459,Not available,Not available,Not available,Not available,Not available
6519,Remove Wax Strips Maxi Set - Normal Hair (52 Pieces),Not available,640,Not available,Not available,Not available,Not available,Not available
6520,"SandPuppy Iceheal - Reusable Cold Gel Pack For Knee, Ankle, ...",699,405,42,Not available,Not available,Not available,Not available
6521,Police Millionaire Homme Deodorant Spray (Pack Of 2),798,599,25,Not available,Not available,Not available,Not available
6522,Police To Be Man Deodorant Spray (Pack Of 5),1995,1496,25,Not available,Not available,Not available,Not available
6523,The Man Company Groom on the Go Kit,1997,1398,30,Enjoy Free Gift,Not available,Not available,Not available
6524,Bloomsberry Pure Bliss Body Lotion,625,500,20,Not available,Not available,Not available,Not available
6525,Vedic Valley Snanam Pushp Body Wash,442,398,10,Not available,Not available,Not available,Not available
6526,The Man Company Beard Affair With Almond & Thyme,1249,874,30,Enjoy Free Gift,Not available,Not available,Not available
6527,Bloomsberry Blue Feather Shower Gel,625,469,25,Not available,Not available,Not available,Not available
6528,Elvey Essentials Goofy Green Tea Shower Gel,Not available,450,Not available,Not available,Not available,Not available,Not available
6529,Italwax Fullbody Pre Wax Oil Wax,Not available,1090,Not available,Not available,Not available,Not available,Not available
6530,BySak Rise & Shine Body Lotion,Not available,249,Not available,Not available,2 sizes,Not available,Not available
6531,Skyn Organic Co. Kashmiri Saffron And Neroli Body Cleanser,Not available,795,Not available,Not available,Not available,Not available,Not available
6532,Lass Naturals Lavender & Ylang Ylang Soap,Not available,125,Not available,Not available,Not available,Not available,Not available
6533,Lattafa Maahir Gold Concentrated Extra Deodorant Spray,325,309,5,Not available,Not available,Not available,Not available
6534,Mom & World Shaverush Mellow Body Razor - 4 In 1,249,199,20,Not available,Not available,Not available,Not available
6535,Babila Hunk Beard Trimmer-USB Charging,1649,1567,5,Not available,Not available,Not available,Not available
6536,Morpheme Shilajit 500mg Extract 60 Veg Caps - (3 Bottles),2097,1132,46,Not available,Not available,Not available,Not available
6537,"KamaSutra Mango Pleasure Flavoured Condoms, 10 Units & Aloev...",449,359,20,Extra 10% Off,Not available,Not available,Not available
6538,TNW The Natural Wash Mix Fruit Body Wash & Avocado Body Loti...,710,533,25,Enjoy Free Gift,Not available,Not available,Not available
6539,Core Asana Quad Patch Eye Mask,Not available,1000,Not available,Not available,Not available,Not available,Not available
6540,Layer'r Wottagirl Peach & Avocado Shower Gel (Pack Of 2),782,641,18,Not available,Not available,Not available,Not available
6541,VEGA Professional Pro Outliner Hair Trimmer (VPPHT-01),4250,3570,16,Not available,Not available,Not available,Not available
6542,"KamaSutra Ultrathin+ Condoms For Men, 10 Units & Longlast De...",590,472,20,Extra 10% Off,Not available,Not available,Not available
6543,BySak Chasing Stars Body Lotion,Not available,949,Not available,Not available,2 sizes,Not available,Not available
6544,ManSure Testosterone Booster for Men's Health - 60 Capsules,1150,863,25,Not available,Not available,Not available,Not available
6545,PINQ Polka Premium Period Combo Pack with Individual Disposa...,798,718,10,Not available,Not available,Not available,Not available
6546,DailyObjects Pin-Stripes Loop Mask for Kids - Set of 2,1099,299,73,Extra 10% Off,Not available,Not available,Not available
6547,Spykar Men Blue Occult Deo Spray & Black Belt (l) - Gift Box...,Not available,1798,Not available,Not available,Not available,Not available,Not available
6548,Ustraa Black Deodorant & Anti- Hair Fall Shampoo,648,558,14,Extra 10% Off,Not available,Not available,Not available
6549,Mylo Veda Ubtan Face Wash & Body Wash Combo For Skin Brighte...,548,466,15,Not available,Not available,Not available,Not available
6550,Deve Herbes Pure Catnip Essential Oil (Nepeta cataria) Steam...,Not available,599,Not available,Not available,Not available,Not available,Not available
6551,"KamaSutra Ultra Delay Condoms, 20 Units & Aloe Vera Lubrican...",639,511,20,Extra 10% Off,Not available,Not available,Not available
6552,Skivia Geranium Essential Oil,450,338,25,Not available,Not available,Not available,Not available
6553,TAC - The Ayurveda Co. Indian Rose Lip Butter And Body Lotio...,748,449,40,Extra 10% Off,Not available,Not available,Not available
6554,Skivia Frankincense Essential Oil,350,263,25,Not available,Not available,Not available,Not available
6555,David Beckham Instinct + Classic Blue + Classic Deo Combo Se...,1497,1123,25,Not available,Not available,Not available,Not available
6556,Bloomsberry Bow Holder with sanitizer,Not available,425,Not available,Not available,Not available,Not available,Not available
6557,SOIE Printed 8 Layer Reusable Sn 99.9 Protection Head Loops ...,410,164,60,Extra 5% Off,4 sizes,Not available,Not available
6558,SYSKA UT1100 Cordless Oneblade Trimmer - Metalic Grey,Not available,1999,Not available,Not available,Not available,Not available,Not available
6559,Deve Herbes Pure Blood Orange Essential Oil (Citrus sinensis...,Not available,625,Not available,Not available,Not available,Not available,Not available
6560,Bloomsberry Bow Holder with sanitizer,Not available,425,Not available,Not available,Not available,Not available,Not available
6561,SOIE Printed 8 Layer Reusable Sn 99.9 Protection Head Loops ...,410,164,60,Extra 5% Off,4 sizes,Not available,Not available
6562,SYSKA UT1100 Cordless Oneblade Trimmer - Metalic Grey,Not available,1999,Not available,Not available,Not available,Not available,Not available
6563,Deve Herbes Pure Blood Orange Essential Oil (Citrus sinensis...,Not available,625,Not available,Not available,Not available,Not available,Not available
6564,BySak Slay On Me Hand Cream,Not available,299,Not available,Not available,Not available,Not available,Not available
6565,Uncle Tony Razor (Yellow),499,349,30,Not available,Not available,Not available,Not available
6566,David Beckham Intimately Man Deodorant Spray (Pack Of 4),1996,1497,25,Not available,Not available,Not available,Not available
6567,Nat Habit Nature Ka Purest Set - 100% Natural Fresh Products...,1941,1359,30,Not available,Not available,Not available,Not available
6568,Koric Ananda Rejuvenating & Firming Body Massage Oil,645,516,20,Not available,Not available,Not available,Not available
6569,Wild Stone Code Hair Clay + Beard Wax Combo,550,468,15,Extra 5% Off,Not available,Not available,Not available
6570,Morpheme Shilajit 500mg Extract - 60 Veg Caps (6 Bottles),4194,2265,46,Not available,Not available,Not available,Not available
6571,Vaadi Herbals Breezy Olive & Green Apple Shower Gel (Pack of...,750,563,25,Extra 10% Off,Not available,Not available,Not available
6572,Gorgio Professional Grooming Kit GMG-004,3799,2659,30,Not available,Not available,Not available,Not available
6573,Crazy Corner Printed Three Layered Resuable Masks - Pack of ...,999,375,62,Not available,Not available,Not available,Not available
6574,Herbal Hills Femohills Capsule,295,280,5,Not available,Not available,Not available,Not available
6575,Yelloe 3Ply Unisex Reusable Pollution Mask With Respiratory ...,999,290,71,Not available,Not available,Not available,Not available
6576,Ustraa Beard Growth Oil- Advanced & Beard Softener,1149,803,30,Extra 10% Off,Not available,Not available,Not available
6577,Inatur Citrus Blast Lemon Orange Shower Gel,400,280,30,Not available,Not available,Not available,Not available
6578,Remove Soft Wax - Aloe Vera,Not available,1120,Not available,Not available,Not available,Not available,Not available
6579,Ohria Ayurveda Green Tea And Cinnamon Bathing Bar,425,383,10,Not available,Not available,Not available,Not available
6580,Sampan Handcrafted Natural Collection Box,Not available,400,Not available,Not available,Not available,Not available,Not available
6581,Beeone Waxing Combo - Argan Oil Liposoluble Wax + Disposable...,1155,1040,10,Not available,Not available,Not available,Not available
6582,Alphavedic Neem Juvinate Body Wash,Not available,495,Not available,Not available,Not available,Not available,Not available
6583,VEGA Professional Pro Edger Hair Trimmer (VPVHT-02),2000,1680,16,Not available,Not available,Not available,Not available
6584,BrownSkin Beauty Bakery Face Serum & Face And Body Lotion Co...,Not available,1174,Not available,Not available,Not available,Not available,Not available
6585,"SanNap Premium Digital Super Tampons (Medium to Heavy Flow, ...",Not available,319,Not available,Not available,Not available,Not available,Not available
6586,Spykar Men Black Young & Restless Deo Spray & Tan Belt (l) -...,Not available,1298,Not available,Not available,Not available,Not available,Not available
6587,Playboy Endless Night + Queen + Play It Lovely Woman Deo Com...,957,718,25,Not available,Not available,Not available,Not available
6588,Deve Herbes Pure Kanuka Leaf Essential Oil (Kunzea ericoides...,Not available,515,Not available,Not available,Not available,Not available,Not available
6589,Vaadi Herbals Tempting Chocolate & Mint Soap - Pack of 3,156,133,15,Extra 10% Off,Not available,Not available,Not available
6590,Sirona Cottony Soft Rash Free Sanitary Pads Combo -Pack Of 4...,593,397,33,Extra 10% Off,Not available,Not available,Not available
6591,Crazy Corner Printed Three Layered Resuable Masks - Pack of ...,1199,399,67,Not available,Not available,Not available,Not available
6592,Tossido 100% Pure Chanderi Banarasi Premium Wedding Masks (P...,Not available,599,Not available,Not available,Not available,Not available,Not available
